"","Job.Title","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","City","State","Salary","MinSalary","MaxSalary","AvgSalary","MinRevenue","MaxRevenue","AvgRevenue","MinEmployeeCount","MaxEmployeeCount","AvgEmployeeCount","R","C","SQL","Python","C#","JavaScript","Scala","SAS","MATLAB","C++","Perl","Go","TypeScript","Bash","HTML","CSS","PHP","Rust","Kotlin","Ruby","Assembly","Swift","VBA","Groovy","Julia","APL","Crystal","Visual Basic","Mongo","Java","Airflow","Alteryx","ASP.NET","Atlassian","Excel","Power BI","Tableau","Word","Unix","Vue","jQuery","Seaborn","MicroStrategy","SPSS","Visio","AWS","Hadoop","SSIS","Linux","SAP","PowerPoint","SharePoint","Redshift","Snowflake","Qlik","Cognos","Pandas","Spark","Outlook"
"300","Data Scientist",3.6,"TE Connectivity
3.6","Hampton, VA","Schaffhausen, Switzerland","10000 ","2007","Company - Public","Electrical & Electronic Manufacturing","Manufacturing","10 billion ",NA,"Hampton","VA","141000-225000",141000,225000,183000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Data Scientist",3.2,"State of Virginia
3.2","Richmond, VA","Richmond, VA","10000 ","1788","Government","State & Regional Agencies","Government","10 billion ",NA,"Richmond","VA","141000-225000",141000,225000,183000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","Data Scientist",3.7,"TA Digital
3.7","New York, NY","Newark, CA","501 to 1000 ","2000","Company - Private","Computer Hardware & Software","Information Technology","25 to 50 million ",NA,"New York","NY","141000-225000",141000,225000,183000,25000000,50000000,37500000,501,1000,751,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"303","Data Scientist",4,"Market America Inc
4.0","Monterey, CA","Greensboro, NC","501 to 1000 ","1992","Company - Private","Other Retail Stores","Retail","100 to 500 million ",NA,"Monterey","CA","141000-225000",141000,225000,183000,100000000,500000000,300000000,501,1000,751,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"304","Data Scientist",3.2,"Triplebyte
3.2","Chicago, IL","San Francisco, CA","51 to 200 ","2015","Company - Private","Computer Hardware & Software","Information Technology",NA,NA,"Chicago","IL","145000-225000",145000,225000,185000,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","Data Scientist",4.5,"Kingfisher Systems
4.5","McLean, VA","Falls Church, VA","51 to 200 ","2005","Company - Private","Federal Agencies","Government","25 to 50 million ",NA,"McLean","VA","145000-225000",145000,225000,185000,25000000,50000000,37500000,51,200,126,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","Chief Scientist",3.4,"TrueAccord
3.4","Remote","San Francisco, CA","51 to 200 ","2013","Company - Private","Enterprise Software & Network Solutions","Information Technology",NA,NA,"Remote",NA,"145000-225000",145000,225000,185000,100000000,500000000,300000000,51,200,126,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","Data Scientist",3.9,"ALTA IT Services
3.9","Woodlawn, MD","Rockville, MD","201 to 500 ","2004","Company - Private","IT Services","Information Technology","10 to 25 million ",NA,"Woodlawn","MD","145000-225000",145000,225000,185000,10000000,25000000,17500000,201,500,351,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Data Scientist",3.2,"Kollasoft Inc.
3.2","United States","Scottsdale, AZ","1 to 50 ",NA,"Company - Private","IT Services","Information Technology","1 to 5 million ",NA,"United States",NA,"145000-225000",145000,225000,185000,1000000,5000000,3000000,1,50,26,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Data Scientist",5,"Kollasoft Inc.
3.2","New York, NY","Irving, TX","Unknown",NA,"Company - Public",NA,NA,NA,NA,"New York","NY","145000-225000",145000,225000,185000,100000000,500000000,300000000,501,500,751,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Data Scientist",3.4,"ASRC Federal Holding Company
3.4","Reston, VA","Beltsville, MD","5001 to 10000 ","2003","Company - Private","Aerospace & Defense","Aerospace & Defense","500 million to 1 billion ",NA,"Reston","VA","145000-225000",145000,225000,185000,500000000000000000,1000000000,250000000500000000,5001,10000,7501,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Data Scientist",4.4,"Adwait Algorithm
4.4","New York, NY","Houston, TX","51 to 200 ","2015","Company - Private","IT Services","Information Technology",NA,NA,"New York","NY","145000-225000",145000,225000,185000,100000000,500000000,300000000,51,200,126,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"312","Health Plan Data Analyst, Sr",3.8,"Cook Children's Health Care System
3.8","Fort Worth, TX","Fort Worth, TX","5001 to 10000 ","1918","Nonprofit Organization","Health Care Services & Hospitals","Health Care","100 to 500 million ","Children's Health, Texas Health Resources, Baylor Scott & White Health","Fort Worth","TX","145000-225000",145000,225000,185000,100000000,500000000,300000000,5001,10000,7501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Principal Scientist/Associate Director, Quality Control and Analytical Technologies",3.8,"Rubius Therapeutics
3.8","Smithfield, RI","Cambridge, MA","201 to 500 ","2013","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million ",NA,"Smithfield","RI","145000-225000",145000,225000,185000,100000000,500000000,300000000,201,500,351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Data Scientist",3.5,"Cambridge FX
3.5","Atlanta, GA","Toronto, Canada","201 to 500 ","1992","Company - Public","Financial Transaction Processing","Finance","100 to 500 million ",NA,"Atlanta","GA","145000-225000",145000,225000,185000,100000000,500000000,300000000,201,500,351,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Senior Data Scientist",3.8,"Metromile
3.8","San Francisco, CA","San Francisco, CA","201 to 500 ","2011","Company - Private","Insurance Carriers","Insurance",NA,NA,"San Francisco","CA","145000-225000",145000,225000,185000,100000000,500000000,300000000,201,500,351,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"316","Data Scientist",3.9,"Criteo
3.9","Ann Arbor, MI","Paris, France","1001 to 5000 ","2005","Company - Public","Internet","Information Technology","2 to 5 billion ","MediaMath, Conversant, AppNexus","Ann Arbor","MI","145000-225000",145000,225000,185000,2000000000,5000000000,3500000000,1001,5000,3001,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"317","Data Scientist",3.4,"Advance Sourcing Concepts
3.4","Pittsburgh, PA","Pittsburgh, PA","51 to 200 ",NA,"Company - Private",NA,NA,"1 to 5 million ",NA,"Pittsburgh","PA","145000-225000",145000,225000,185000,1000000,5000000,3000000,51,200,126,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Data Scientist",3.8,"Enterprise Solutions Inc
3.8","New York, NY","Naperville, IL","51 to 200 ","2000","Company - Private","Staffing & Outsourcing","Business Services","25 to 50 million ",NA,"New York","NY","145000-225000",145000,225000,185000,25000000,50000000,37500000,51,200,126,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Analytics - Business Assurance Data Analyst",4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA","501 to 1000 ","1992","Company - Private","Lending","Finance","100 to 500 million ",NA,"Cedar Rapids","IA","145000-225000",145000,225000,185000,100000000,500000000,300000000,501,1000,751,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Data Scientist",3.8,"Microagility","New York, NY","Princeton, NJ","1 to 50 ",NA,"Company - Private","Consulting","Business Services","1 to 5 million ",NA,"New York","NY","145000-225000",145000,225000,185000,1000000,5000000,3000000,1,50,26,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","Data Scientist",4.6,"Conch Technologies, Inc
4.6","Concord, CA","Memphis, TN","51 to 200 ",NA,"Company - Private","Consulting","Business Services","5 to 10 million ",NA,"Concord","CA","145000-225000",145000,225000,185000,5000000,10000000,7500000,51,200,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Development Scientist, Voltaren",3.9,"GSK
3.9","Richmond, VA","Brentford, United Kingdom","10000 ","1830","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ","Pfizer, AstraZeneca, Merck","Richmond","VA","145000-225000",145000,225000,185000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","Data Scientist",3.8,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH","1 to 50 ",NA,"Company - Private",NA,NA,NA,NA,"Cincinnati","OH","145000-225000",145000,225000,185000,100000000,500000000,300000000,1,50,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Data Scientist",3.7,"GovTech
3.7","San Francisco, CA","Singapore, Singapore","1001 to 5000 ","2016","Government","Federal Agencies","Government",NA,NA,"San Francisco","CA","79000-147000",79000,147000,113000,100000000,500000000,300000000,1001,5000,3001,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"325","Data Scientist",3.3,"Intellectual Ventures
3.3","Bellevue, WA","Bellevue, WA","501 to 1000 ","2000","Company - Private","Investment Banking & Asset Management","Finance",NA,NA,"Bellevue","WA","79000-147000",79000,147000,113000,100000000,500000000,300000000,501,1000,751,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Data Engineer",4.4,"Rocket Lawyer
4.4","San Francisco, CA","San Francisco, CA","51 to 200 ","2008","Company - Private","Computer Hardware & Software","Information Technology","50 to 100 million ",NA,"San Francisco","CA","79000-147000",79000,147000,113000,50000000,100000000,75000000,51,200,126,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"327","Data Scientist",3.7,"22nd Century Technologies
3.7","Oakland, CA","Somerset, NJ","1001 to 5000 ","1997","Company - Private","IT Services","Information Technology","25 to 50 million ",NA,"Oakland","CA","79000-147000",79000,147000,113000,25000000,50000000,37500000,1001,5000,3001,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","Data Scientist",3.3,"Huxley
3.3","San Francisco, CA","London, United Kingdom","201 to 500 ","1995","Company - Private","Staffing & Outsourcing","Business Services","25 to 50 million ",NA,"San Francisco","CA","79000-147000",79000,147000,113000,25000000,50000000,37500000,201,500,351,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Data Scientist",3.4,"FM Systems
3.4","Boston, MA","Raleigh, NC","51 to 200 ","1984","Company - Private","Computer Hardware & Software","Information Technology","5 to 10 million ","Archibus, iOffice, Planon","Boston","MA","79000-147000",79000,147000,113000,5000000,10000000,7500000,51,200,126,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"330","Data Scientist",3.8,"B4Corp","Reston, VA","Leesburg, VA","51 to 200 ",NA,"Company - Private","IT Services","Information Technology",NA,NA,"Reston","VA","79000-147000",79000,147000,113000,100000000,500000000,300000000,51,200,126,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Machine Learning Engineer",3.7,"Mteq
3.7","Fort Belvoir, VA","Lorton, VA","501 to 1000 ","1954","Company - Public","Aerospace & Defense","Aerospace & Defense","100 to 500 million ","Harris, Fibertek","Fort Belvoir","VA","79000-147000",79000,147000,113000,100000000,500000000,300000000,501,1000,751,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","Principal Data & Analytics Platform Engineer",3.7,"Blue Cross and Blue Shield of North Carolina
3.7","Durham, NC","Durham, NC","1001 to 5000 ","1933","Company - Private","Insurance Carriers","Insurance","5 to 10 billion ",NA,"Durham","NC","79000-147000",79000,147000,113000,5000000000,10000000000,7500000000,1001,5000,3001,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"333","Machine Learning Engineer/Scientist",4.8,"Jane Street
4.8","New York, NY","New York, NY","501 to 1000 ","2000","Company - Private","Investment Banking & Asset Management","Finance",NA,NA,"New York","NY","79000-147000",79000,147000,113000,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","Data Scientist",5,"SSATI
5.0","McLean, VA","Annapolis Junction, MD","1 to 50 ","2003","Company - Private","Computer Hardware & Software","Information Technology","10 to 25 million ",NA,"McLean","VA","79000-147000",79000,147000,113000,10000000,25000000,17500000,1,50,26,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland","10000 ","1996","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ",NA,"Cambridge","MA","79000-147000",79000,147000,113000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Data Scientist",3.4,"Solving IT International Inc
3.4","Chicago, IL","Chicago, IL","501 to 1000 ",NA,"Company - Private",NA,NA,NA,NA,"Chicago","IL","79000-147000",79000,147000,113000,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"337","Data Scientist",3.3,"The Davey Tree Expert Company
3.3","Kent, OH","Kent, OH","10000 ","1880","Self-employed","Timber Operations","Agriculture & Forestry","1 to 2 billion ","ACRT Services, Bartlett Tree Experts","Kent","OH","79000-147000",79000,147000,113000,1000000000,2000000000,1500000000,10000,500,10000,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","Data Scientist",4.6,"Centauri
4.6","Reston, VA","Chantilly, VA","501 to 1000 ","1999","Company - Private","Aerospace & Defense","Aerospace & Defense","100 to 500 million ","TASC, Vencore, Booz Allen Hamilton","Reston","VA","79000-147000",79000,147000,113000,100000000,500000000,300000000,501,1000,751,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Data Scientist",3.8,"Stride Search","San Francisco, CA","Westlake Village, CA","1 to 50 ",NA,"Company - Private",NA,NA,"Less than 1 million ",NA,"San Francisco","CA","79000-147000",79000,147000,113000,100000000,500000000,300000000,1,50,26,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Machine Learning Engineer",2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA","501 to 1000 ","1984","College / University","Colleges & Universities","Education",NA,NA,"Pittsburgh","PA","79000-147000",79000,147000,113000,100000000,500000000,300000000,501,1000,751,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","Data Analyst - Unilever Prestige",3.8,"Dermalogica
3.8","Carson, CA","Carson, CA","201 to 500 ","1986","Subsidiary or Business Segment","Consumer Products Manufacturing","Manufacturing","100 to 500 million ","IMAGE Skincare, Aveda, Kiehl's","Carson","CA","79000-147000",79000,147000,113000,100000000,500000000,300000000,201,500,351,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"342","Data Scientist",4.8,"TechProjects
4.8","New York, NY","North Brunswick, NJ","1 to 50 ","2011","Company - Private","IT Services","Information Technology",NA,NA,"New York","NY","79000-147000",79000,147000,113000,100000000,500000000,300000000,1,50,26,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","VP, Data Science",3.9,"7Park Data
3.9","New York, NY","New York, NY","51 to 200 ","2012","Company - Private","Research & Development","Business Services",NA,NA,"New York","NY","79000-147000",79000,147000,113000,100000000,500000000,300000000,51,200,126,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"344","Data Scientist",4,"Netskope
4.0","Santa Clara, CA","Santa Clara, CA","501 to 1000 ","2012","Company - Private","Enterprise Software & Network Solutions","Information Technology",NA,"Skyhigh Networks, Zscaler, NortonLifeLock","Santa Clara","CA","122000-146000",122000,146000,134000,100000000,500000000,300000000,501,1000,751,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"345","Data Scientist",4.2,"Eversight
4.2","Palo Alto, CA","Palo Alto, CA","51 to 200 ","2013","Company - Private","Enterprise Software & Network Solutions","Information Technology","10 to 25 million ",NA,"Palo Alto","CA","122000-146000",122000,146000,134000,10000000,25000000,17500000,51,200,126,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Senior Business Intelligence Analyst",3.7,"Protolabs
3.7","Maple Plain, MN","Maple Plain, MN","1001 to 5000 ","1999","Company - Public","Miscellaneous Manufacturing","Manufacturing","100 to 500 million ",NA,"Maple Plain","MN","122000-146000",122000,146000,134000,100000000,500000000,300000000,1001,5000,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Data Scientist",3,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE","1001 to 5000 ","1887","Company - Private","Insurance Agencies & Brokerages","Insurance","2 to 5 billion ",NA,"Cincinnati","OH","122000-146000",122000,146000,134000,2000000000,5000000000,3500000000,1001,5000,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Data Engineer - Kafka",3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA","10000 ","1970","Company - Public","Computer Hardware & Software","Information Technology","10 billion ","Seagate Technology, Toshiba","San Jose","CA","122000-146000",122000,146000,134000,10000000000,500000000,10000000000,10000,500,10000,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"349","Data Scientist",2.9,"Shimento, Inc.
2.9","Santa Clara, CA","Benicia, CA","1 to 50 ",NA,"Company - Private",NA,NA,"1 to 5 million ",NA,"Santa Clara","CA","122000-146000",122000,146000,134000,1000000,5000000,3000000,1,50,26,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"350","Data Scientist",5,"Averity
5.0","New York, NY","New York, NY","1 to 50 ","2014","Company - Private","Staffing & Outsourcing","Business Services",NA,NA,"New York","NY","122000-146000",122000,146000,134000,100000000,500000000,300000000,1,50,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Data Scientist",4.7,"Praxis Engineering
4.7","Chantilly, VA","Annapolis Junction, MD","201 to 500 ","2002","Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","100 to 500 million ","Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton","Chantilly","VA","122000-146000",122000,146000,134000,100000000,500000000,300000000,201,500,351,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"352","Data Scientist",3.8,"Point72 Ventures","Palo Alto, CA",NA,NA,NA,NA,NA,NA,NA,NA,"Palo Alto","CA","122000-146000",122000,146000,134000,100000000,500000000,300000000,501,500,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
